10ClassKind,Depth,icd10Code,icd10Chapter,icd10Title,11ClassKind,Depth,ICD-11 Foundation URI,Linearization (release) URI,icd11Code,icd11Chapter,icd11Title,07/02/2022
modifiedcategory,2,F15.4,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine withdrawal state with delirium",category,2,http://id.who.int/icd/entity/1828722493,http://id.who.int/icd/release/11/2022-02/mms/1828722493,6C4C.5,06,"MDMA or related drug-induced delirium, including MDA",
modifiedcategory,2,F15.5,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : psychotic disorder",category,2,http://id.who.int/icd/entity/199002751,http://id.who.int/icd/release/11/2022-02/mms/199002751/unspecified,6C46.6Z,06,"Stimulant-induced psychotic disorder including amphetamines, methamphetamine or methcathinone, unspecified",
modifiedcategory,2,F15.5,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : psychotic disorder",category,2,http://id.who.int/icd/entity/1589999330,http://id.who.int/icd/release/11/2022-02/mms/1589999330,6C4C.6,06,"MDMA or related drug-induced psychotic disorder, including MDA",
modifiedcategory,2,F15.6,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : amnesic syndrome",category,2,http://id.who.int/icd/entity/1246085612,http://id.who.int/icd/release/11/2022-02/mms/1246085612,6D72.1,06,Amnestic disorder due to psychoactive substances including medications,
modifiedcategory,2,F15.7,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : residual and late-onset psychotic disorder",category,2,http://id.who.int/icd/entity/199002751,http://id.who.int/icd/release/11/2022-02/mms/199002751/unspecified,6C46.6Z,06,"Stimulant-induced psychotic disorder including amphetamines, methamphetamine or methcathinone, unspecified",
modifiedcategory,2,F15.8,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : other mental and behavioural disorders",category,2,http://id.who.int/icd/entity/1334295394,http://id.who.int/icd/release/11/2022-02/mms/1334295394,6C4C.0,06,"Episode of harmful use of MDMA or related drugs, including MDA",
modifiedcategory,2,F15.8,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : other mental and behavioural disorders",category,2,http://id.who.int/icd/entity/1340714989,http://id.who.int/icd/release/11/2022-02/mms/724783925,6C46.70,06,"Stimulant-induced mood disorder including amphetamines, methamphetamine or methcathinone",
modifiedcategory,2,F15.8,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : other mental and behavioural disorders",category,2,http://id.who.int/icd/entity/1627021441,http://id.who.int/icd/release/11/2022-02/mms/1627021441,6C46.71,06,"Stimulant-induced anxiety disorder including amphetamines, methamphetamine or methcathinone",
modifiedcategory,2,F15.8,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : other mental and behavioural disorders",category,2,http://id.who.int/icd/entity/1830469239,http://id.who.int/icd/release/11/2022-02/mms/1830469239,6C46.72,06,"Stimulant-induced obsessive-compulsive or related disorder including amphetamines, methamphetamine or methcathinone",
modifiedcategory,2,F15.8,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : other mental and behavioural disorders",category,2,http://id.who.int/icd/entity/268614690,http://id.who.int/icd/release/11/2022-02/mms/268614690,6C4C.70,06,"MDMA or related drug-induced mood disorder, including MDA",
modifiedcategory,2,F15.8,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : other mental and behavioural disorders",category,2,http://id.who.int/icd/entity/325981339,http://id.who.int/icd/release/11/2022-02/mms/325981339,6C4C.71,06,MDMA or related drug-induced anxiety disorder,
modifiedcategory,2,F15.9,V,"Mental and behavioural disorders due to use of other stimulants, including caffeine : unspecified mental and behavioural disorder",category,2,http://id.who.int/icd/entity/1016273204,http://id.who.int/icd/release/11/2022-02/mms/1016273204/unspecified,6C46.Z,06,"Disorders due to use of stimulants including amphetamines, methamphetamine or methcathinone, unspecified",
category,1,F16,V,Mental and behavioural disorders due to use of hallucinogens,category,1,http://id.who.int/icd/entity/1967909777,http://id.who.int/icd/release/11/2022-02/mms/1967909777/unspecified,6C49.Z,06,"Disorders due to use of hallucinogens, unspecified",
modifiedcategory,2,F16.0,V,Mental and behavioural disorders due to use of hallucinogens : acute intoxication,category,2,http://id.who.int/icd/entity/1750279358,http://id.who.int/icd/release/11/2022-02/mms/1750279358,6C49.3,06,Hallucinogen intoxication,
modifiedcategory,2,F16.1,V,Mental and behavioural disorders due to use of hallucinogens : harmful use,category,2,http://id.who.int/icd/entity/219736364,http://id.who.int/icd/release/11/2022-02/mms/219736364/unspecified,6C49.1Z,06,"Harmful pattern of use of hallucinogens, unspecified",
modifiedcategory,2,F16.2,V,Mental and behavioural disorders due to use of hallucinogens : dependence syndrome,category,2,http://id.who.int/icd/entity/2041952725,http://id.who.int/icd/release/11/2022-02/mms/2041952725/unspecified,6C49.2Z,06,"Hallucinogen dependence, unspecified",
modifiedcategory,2,F16.3,V,Mental and behavioural disorders due to use of hallucinogens withdrawal state,category,2,http://id.who.int/icd/entity/1863378901,http://id.who.int/icd/release/11/2022-02/mms/1863378901,6C49.4,06,Hallucinogen-induced delirium,
modifiedcategory,2,F16.4,V,Mental and behavioural disorders due to use of hallucinogens withdrawal state with delirium,category,2,http://id.who.int/icd/entity/1863378901,http://id.who.int/icd/release/11/2022-02/mms/1863378901,6C49.4,06,Hallucinogen-induced delirium,
modifiedcategory,2,F16.5,V,Mental and behavioural disorders due to use of hallucinogens : psychotic disorder,category,2,http://id.who.int/icd/entity/173746753,http://id.who.int/icd/release/11/2022-02/mms/173746753,6C49.5,06,Hallucinogen-induced psychotic disorder,
modifiedcategory,2,F16.6,V,Mental and behavioural disorders due to use of hallucinogens : amnesic syndrome,category,2,http://id.who.int/icd/entity/1246085612,http://id.who.int/icd/release/11/2022-02/mms/1246085612,6D72.1,06,Amnestic disorder due to psychoactive substances including medications,
modifiedcategory,2,F16.7,V,Mental and behavioural disorders due to use of hallucinogens : residual and late-onset psychotic disorder,category,2,http://id.who.int/icd/entity/173746753,http://id.who.int/icd/release/11/2022-02/mms/173746753,6C49.5,06,Hallucinogen-induced psychotic disorder,
modifiedcategory,2,F16.8,V,Mental and behavioural disorders due to use of hallucinogens : other mental and behavioural disorders,category,2,http://id.who.int/icd/entity/1967909777,http://id.who.int/icd/release/11/2022-02/mms/1967909777/unspecified,6C49.Z,06,"Disorders due to use of hallucinogens, unspecified",
modifiedcategory,2,F16.9,V,Mental and behavioural disorders due to use of hallucinogens : unspecified mental and behavioural disorder,category,2,http://id.who.int/icd/entity/1967909777,http://id.who.int/icd/release/11/2022-02/mms/1967909777/unspecified,6C49.Z,06,"Disorders due to use of hallucinogens, unspecified",
category,1,F17,V,Mental and behavioural disorders due to use of tobacco,category,1,http://id.who.int/icd/entity/268445189,http://id.who.int/icd/release/11/2022-02/mms/268445189/unspecified,6C4A.Z,06,"Disorders due to use of nicotine, unspecified",
modifiedcategory,2,F17.0,V,Mental and behavioural disorders due to use of tobacco : acute intoxication,category,2,http://id.who.int/icd/entity/1957424191,http://id.who.int/icd/release/11/2022-02/mms/1957424191,6C4A.3,06,Nicotine intoxication,
modifiedcategory,2,F17.1,V,Mental and behavioural disorders due to use of tobacco : harmful use,category,2,http://id.who.int/icd/entity/299901355,http://id.who.int/icd/release/11/2022-02/mms/299901355/unspecified,6C4A.1Z,06,"Harmful pattern of use of nicotine, unspecified",
modifiedcategory,2,F17.2,V,Mental and behavioural disorders due to use of tobacco : dependence syndrome,category,2,http://id.who.int/icd/entity/1699574100,http://id.who.int/icd/release/11/2022-02/mms/1699574100/unspecified,6C4A.2Z,06,"Nicotine dependence, unspecified",
modifiedcategory,2,F17.3,V,Mental and behavioural disorders due to use of tobacco withdrawal state,category,2,http://id.who.int/icd/entity/441538,http://id.who.int/icd/release/11/2022-02/mms/441538,6C4A.4,06,Nicotine withdrawal,
modifiedcategory,2,F17.4,V,Mental and behavioural disorders due to use of tobacco withdrawal state with delirium,category,2,http://id.who.int/icd/entity/441538,http://id.who.int/icd/release/11/2022-02/mms/441538,6C4A.4,06,Nicotine withdrawal,
modifiedcategory,2,F17.5,V,Mental and behavioural disorders due to use of tobacco : psychotic disorder,category,2,http://id.who.int/icd/entity/268445189,http://id.who.int/icd/release/11/2022-02/mms/268445189/unspecified,6C4A.Z,06,"Disorders due to use of nicotine, unspecified",
modifiedcategory,2,F17.6,V,Mental and behavioural disorders due to use of tobacco : amnesic syndrome,category,2,http://id.who.int/icd/entity/1246085612,http://id.who.int/icd/release/11/2022-02/mms/1246085612,6D72.1,06,Amnestic disorder due to psychoactive substances including medications,
modifiedcategory,2,F17.7,V,Mental and behavioural disorders due to use of tobacco : residual and late-onset psychotic disorder,category,2,http://id.who.int/icd/entity/268445189,http://id.who.int/icd/release/11/2022-02/mms/268445189/unspecified,6C4A.Z,06,"Disorders due to use of nicotine, unspecified",
modifiedcategory,2,F17.8,V,Mental and behavioural disorders due to use of tobacco : other mental and behavioural disorders,category,2,http://id.who.int/icd/entity/268445189,http://id.who.int/icd/release/11/2022-02/mms/268445189/unspecified,6C4A.Z,06,"Disorders due to use of nicotine, unspecified",
modifiedcategory,2,F17.9,V,Mental and behavioural disorders due to use of tobacco : unspecified mental and behavioural disorder,category,2,http://id.who.int/icd/entity/268445189,http://id.who.int/icd/release/11/2022-02/mms/268445189/unspecified,6C4A.Z,06,"Disorders due to use of nicotine, unspecified",
category,1,F18,V,Mental and behavioural disorders due to use of volatile solvents,category,1,http://id.who.int/icd/entity/1835610951,http://id.who.int/icd/release/11/2022-02/mms/1835610951/unspecified,6C4B.Z,06,"Disorders due to use of volatile inhalants, unspecified",
modifiedcategory,2,F18.0,V,Mental and behavioural disorders due to use of volatile solvents : acute intoxication,category,2,http://id.who.int/icd/entity/976174979,http://id.who.int/icd/release/11/2022-02/mms/976174979,6C4B.3,06,Volatile inhalant intoxication,
modifiedcategory,2,F18.1,V,Mental and behavioural disorders due to use of volatile solvents : harmful use,category,2,http://id.who.int/icd/entity/1600451095,http://id.who.int/icd/release/11/2022-02/mms/1600451095/unspecified,6C4B.1Z,06,"Harmful pattern of use of volatile inhalants, unspecified",
modifiedcategory,2,F18.2,V,Mental and behavioural disorders due to use of volatile solvents : dependence syndrome,category,2,http://id.who.int/icd/entity/734634730,http://id.who.int/icd/release/11/2022-02/mms/734634730/unspecified,6C4B.2Z,06,"Volatile inhalant dependence, unspecified",
modifiedcategory,2,F18.3,V,Mental and behavioural disorders due to use of volatile solvents withdrawal state,category,2,http://id.who.int/icd/entity/1317171068,http://id.who.int/icd/release/11/2022-02/mms/1317171068,6C4B.4,06,Volatile inhalant withdrawal,
modifiedcategory,2,F18.4,V,Mental and behavioural disorders due to use of volatile solvents withdrawal state with delirium,category,2,http://id.who.int/icd/entity/1030552808,http://id.who.int/icd/release/11/2022-02/mms/1030552808,6C4B.5,06,Volatile inhalant-induced delirium,
modifiedcategory,2,F18.5,V,Mental and behavioural disorders due to use of volatile solvents : psychotic disorder,category,2,http://id.who.int/icd/entity/1478963582,http://id.who.int/icd/release/11/2022-02/mms/1478963582,6C4B.6,06,Volatile inhalant-induced psychotic disorder,
modifiedcategory,2,F18.6,V,Mental and behavioural disorders due to use of volatile solvents : amnesic syndrome,category,2,http://id.who.int/icd/entity/1246085612,http://id.who.int/icd/release/11/2022-02/mms/1246085612,6D72.1,06,Amnestic disorder due to psychoactive substances including medications,
modifiedcategory,2,F18.7,V,Mental and behavioural disorders due to use of volatile solvents : residual and late-onset psychotic disorder,category,2,http://id.who.int/icd/entity/1478963582,http://id.who.int/icd/release/11/2022-02/mms/1478963582,6C4B.6,06,Volatile inhalant-induced psychotic disorder,
modifiedcategory,2,F18.8,V,Mental and behavioural disorders due to use of volatile solvents : other mental and behavioural disorders,category,2,http://id.who.int/icd/entity/1835610951,http://id.who.int/icd/release/11/2022-02/mms/1835610951/unspecified,6C4B.Z,06,"Disorders due to use of volatile inhalants, unspecified",
modifiedcategory,2,F18.9,V,Mental and behavioural disorders due to use of volatile solvents : unspecified mental and behavioural disorder,category,2,http://id.who.int/icd/entity/1835610951,http://id.who.int/icd/release/11/2022-02/mms/1835610951/unspecified,6C4B.Z,06,"Disorders due to use of volatile inhalants, unspecified",
category,1,F19,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,category,1,http://id.who.int/icd/entity/136511187,http://id.who.int/icd/release/11/2022-02/mms/136511187/unspecified,6C4E.Z,06,"Disorders due to use of other specified psychoactive substances, including medications, unspecified",
category,1,F19,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,category,1,http://id.who.int/icd/entity/1414319298,http://id.who.int/icd/release/11/2022-02/mms/1414319298/unspecified,6C4G.Z,06,"Disorders due to use of unknown or unspecified psychoactive substances, unspecified",
category,1,F19,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,category,1,http://id.who.int/icd/entity/247116319,http://id.who.int/icd/release/11/2022-02/mms/247116319/unspecified,6C4H.Z,06,"Disorders due to use of non-psychoactive substances, unspecified",
category,1,F19,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,category,1,http://id.who.int/icd/entity/470484338,http://id.who.int/icd/release/11/2022-02/mms/470484338/unspecified,6C4D.Z,06,"Disorders due to use of dissociative drugs including ketamine and phencyclidine [PCP], unspecified",
modifiedcategory,2,F19.0,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : acute intoxication,category,2,http://id.who.int/icd/entity/1192105868,http://id.who.int/icd/release/11/2022-02/mms/1192105868,6C4D.3,06,Dissociative drug intoxication including Ketamine or PCP,
modifiedcategory,2,F19.0,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : acute intoxication,category,2,http://id.who.int/icd/entity/1599283639,http://id.who.int/icd/release/11/2022-02/mms/1599283639,6C47.3,06,Synthetic cathinone intoxication,
modifiedcategory,2,F19.0,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : acute intoxication,category,2,http://id.who.int/icd/entity/1870346724,http://id.who.int/icd/release/11/2022-02/mms/1870346724,6C4G.3,06,Intoxication due to unknown or unspecified psychoactive substance,
modifiedcategory,2,F19.0,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : acute intoxication,category,2,http://id.who.int/icd/entity/327038878,http://id.who.int/icd/release/11/2022-02/mms/327038878,6C4E.3,06,Other specified psychoactive substance intoxication,
modifiedcategory,2,F19.1,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : harmful use,category,2,http://id.who.int/icd/entity/1418561556,http://id.who.int/icd/release/11/2022-02/mms/1418561556/unspecified,6C4D.1Z,06,"Harmful pattern of use of dissociative drugs, including ketamine or PCP, unspecified",
modifiedcategory,2,F19.1,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : harmful use,category,2,http://id.who.int/icd/entity/1563509056,http://id.who.int/icd/release/11/2022-02/mms/1563509056,6C47.0,06,Episode of harmful use of synthetic cathinones,
modifiedcategory,2,F19.1,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : harmful use,category,2,http://id.who.int/icd/entity/1929333008,http://id.who.int/icd/release/11/2022-02/mms/1929333008,6C47.11,06,"Harmful use of synthetic cathinones, continuous",
modifiedcategory,2,F19.1,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : harmful use,category,2,http://id.who.int/icd/entity/2057206901,http://id.who.int/icd/release/11/2022-02/mms/2057206901/unspecified,6C47.1Z,06,"Harmful pattern of use of synthetic cathinones, unspecified",
modifiedcategory,2,F19.1,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : harmful use,category,2,http://id.who.int/icd/entity/341458101,http://id.who.int/icd/release/11/2022-02/mms/341458101/unspecified,6C4G.1Z,06,"Harmful pattern of use of unknown or unspecified psychoactive substance, unspecified",
modifiedcategory,2,F19.1,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : harmful use,category,2,http://id.who.int/icd/entity/659900369,http://id.who.int/icd/release/11/2022-02/mms/659900369,6C47.10,06,"Harmful pattern of use of synthetic cathinones, episodic",
modifiedcategory,2,F19.1,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : harmful use,category,2,http://id.who.int/icd/entity/754209924,http://id.who.int/icd/release/11/2022-02/mms/754209924/unspecified,6C4E.1Z,06,"Harmful pattern of use of other specified psychoactive substance, unspecified",
modifiedcategory,2,F19.2,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : dependence syndrome,category,2,http://id.who.int/icd/entity/1177354811,http://id.who.int/icd/release/11/2022-02/mms/1177354811/unspecified,6C4D.2Z,06,"Dissociative drug dependence including ketamine or PCP, unspecified",
modifiedcategory,2,F19.2,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : dependence syndrome,category,2,http://id.who.int/icd/entity/1359176422,http://id.who.int/icd/release/11/2022-02/mms/1359176422,6C47.23,06,"Synthetic cathinone dependence, sustained full remission",
modifiedcategory,2,F19.2,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : dependence syndrome,category,2,http://id.who.int/icd/entity/1643918100,http://id.who.int/icd/release/11/2022-02/mms/1643918100,6C47.21,06,"Synthetic cathinone dependence, early full remission",
modifiedcategory,2,F19.2,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : dependence syndrome,category,2,http://id.who.int/icd/entity/1771470438,http://id.who.int/icd/release/11/2022-02/mms/1771470438,6C47.20,06,"Synthetic cathinone dependence, current use",
modifiedcategory,2,F19.2,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : dependence syndrome,category,2,http://id.who.int/icd/entity/1934475925,http://id.who.int/icd/release/11/2022-02/mms/1934475925/unspecified,6C4E.2Z,06,"Other specified psychoactive substance dependence, unspecified",
modifiedcategory,2,F19.2,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : dependence syndrome,category,2,http://id.who.int/icd/entity/2070676103,http://id.who.int/icd/release/11/2022-02/mms/2070676103/unspecified,6C47.2Z,06,"Synthetic cathinone dependence, unspecified",
modifiedcategory,2,F19.2,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : dependence syndrome,category,2,http://id.who.int/icd/entity/2143971168,http://id.who.int/icd/release/11/2022-02/mms/2143971168/unspecified,6C4G.2Z,06,"Unknown or unspecified psychoactive substance dependence, substance and state of remission unspecified",
modifiedcategory,2,F19.2,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : dependence syndrome,category,2,http://id.who.int/icd/entity/873755949,http://id.who.int/icd/release/11/2022-02/mms/873755949,6C47.22,06,"Synthetic cathinone dependence, sustained partial remission",
modifiedcategory,2,F19.3,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances withdrawal state,category,2,http://id.who.int/icd/entity/1551041239,http://id.who.int/icd/release/11/2022-02/mms/296971178/unspecified,8A84.Z,08,"Secondary headache, unspecified",
modifiedcategory,2,F19.3,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances withdrawal state,category,2,http://id.who.int/icd/entity/131545543,http://id.who.int/icd/release/11/2022-02/mms/131545543,6C4G.5,06,Delirium induced by unknown or unspecified psychoactive substance,
modifiedcategory,2,F19.3,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances withdrawal state,category,2,http://id.who.int/icd/entity/1526280683,http://id.who.int/icd/release/11/2022-02/mms/1526280683,6C47.5,06,Synthetic cathinone-induced delirium,
modifiedcategory,2,F19.3,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances withdrawal state,category,2,http://id.who.int/icd/entity/1587633989,http://id.who.int/icd/release/11/2022-02/mms/1587633989,6C47.4,06,Synthetic cathinone withdrawal,
modifiedcategory,2,F19.3,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances withdrawal state,category,2,http://id.who.int/icd/entity/2022008391,http://id.who.int/icd/release/11/2022-02/mms/2022008391/unspecified,6C4E.4Z,06,"Other specified psychoactive substance withdrawal, unspecified",
modifiedcategory,2,F19.3,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances withdrawal state,category,2,http://id.who.int/icd/entity/216587818,http://id.who.int/icd/release/11/2022-02/mms/216587818,6C4D.4,06,Dissociative drug-induced delirium including ketamine or PCP,
modifiedcategory,2,F19.3,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances withdrawal state,category,2,http://id.who.int/icd/entity/219731531,http://id.who.int/icd/release/11/2022-02/mms/219731531/unspecified,6C4G.4Z,06,"Withdrawal due to unknown or unspecified psychoactive substance, unspecified",
modifiedcategory,2,F19.3,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances withdrawal state,category,2,http://id.who.int/icd/entity/563360873,http://id.who.int/icd/release/11/2022-02/mms/563360873,6C4E.5,06,Delirium induced by other specified psychoactive substance including medications,
modifiedcategory,2,F19.4,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances withdrawal state with delirium,category,2,http://id.who.int/icd/entity/131545543,http://id.who.int/icd/release/11/2022-02/mms/131545543,6C4G.5,06,Delirium induced by unknown or unspecified psychoactive substance,
modifiedcategory,2,F19.4,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances withdrawal state with delirium,category,2,http://id.who.int/icd/entity/1526280683,http://id.who.int/icd/release/11/2022-02/mms/1526280683,6C47.5,06,Synthetic cathinone-induced delirium,
modifiedcategory,2,F19.4,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances withdrawal state with delirium,category,2,http://id.who.int/icd/entity/1587633989,http://id.who.int/icd/release/11/2022-02/mms/1587633989,6C47.4,06,Synthetic cathinone withdrawal,
modifiedcategory,2,F19.4,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances withdrawal state with delirium,category,2,http://id.who.int/icd/entity/2022008391,http://id.who.int/icd/release/11/2022-02/mms/2022008391/unspecified,6C4E.4Z,06,"Other specified psychoactive substance withdrawal, unspecified",
modifiedcategory,2,F19.4,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances withdrawal state with delirium,category,2,http://id.who.int/icd/entity/216587818,http://id.who.int/icd/release/11/2022-02/mms/216587818,6C4D.4,06,Dissociative drug-induced delirium including ketamine or PCP,
modifiedcategory,2,F19.4,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances withdrawal state with delirium,category,2,http://id.who.int/icd/entity/219731531,http://id.who.int/icd/release/11/2022-02/mms/219731531/unspecified,6C4G.4Z,06,"Withdrawal due to unknown or unspecified psychoactive substance, unspecified",
modifiedcategory,2,F19.4,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances withdrawal state with delirium,category,2,http://id.who.int/icd/entity/563360873,http://id.who.int/icd/release/11/2022-02/mms/563360873,6C4E.5,06,Delirium induced by other specified psychoactive substance including medications,
modifiedcategory,2,F19.5,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : psychotic disorder,category,2,http://id.who.int/icd/entity/1005846640,http://id.who.int/icd/release/11/2022-02/mms/1005846640/unspecified,6C47.6Z,06,"Synthetic cathinone-induced psychotic disorder, unspecified",
modifiedcategory,2,F19.5,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : psychotic disorder,category,2,http://id.who.int/icd/entity/1432030282,http://id.who.int/icd/release/11/2022-02/mms/1432030282,6C47.60,06,Synthetic cathinone-induced psychotic disorder with hallucinations,
modifiedcategory,2,F19.5,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : psychotic disorder,category,2,http://id.who.int/icd/entity/1955362756,http://id.who.int/icd/release/11/2022-02/mms/1955362756,6C47.61,06,Synthetic cathinone-induced psychotic disorder with delusions,
modifiedcategory,2,F19.5,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : psychotic disorder,category,2,http://id.who.int/icd/entity/507076012,http://id.who.int/icd/release/11/2022-02/mms/507076012,6C47.70,06,Synthetic cathinone-induced mood disorder,
modifiedcategory,2,F19.5,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : psychotic disorder,category,2,http://id.who.int/icd/entity/511382862,http://id.who.int/icd/release/11/2022-02/mms/511382862,6C47.72,06,Synthetic cathinone-induced obsessive-compulsive or related syndrome,
modifiedcategory,2,F19.5,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : psychotic disorder,category,2,http://id.who.int/icd/entity/89854667,http://id.who.int/icd/release/11/2022-02/mms/89854667,6C47.62,06,Synthetic cathinone-induced psychotic disorder with mixed psychotic symptoms,
modifiedcategory,2,F19.5,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : psychotic disorder,category,2,http://id.who.int/icd/entity/1044767723,http://id.who.int/icd/release/11/2022-02/mms/1044767723,6C4E.6,06,Psychotic disorder induced by other specified psychoactive substance,
modifiedcategory,2,F19.5,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : psychotic disorder,category,2,http://id.who.int/icd/entity/1155529213,http://id.who.int/icd/release/11/2022-02/mms/1155529213,6C4G.6,06,Psychotic disorder induced by unknown or unspecified psychoactive substance,
modifiedcategory,2,F19.5,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : psychotic disorder,category,2,http://id.who.int/icd/entity/666288373,http://id.who.int/icd/release/11/2022-02/mms/666288373,6C4D.5,06,Dissociative drug-induced psychotic disorder including Ketamine or PCP,
modifiedcategory,2,F19.6,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : amnesic syndrome,category,2,http://id.who.int/icd/entity/1246085612,http://id.who.int/icd/release/11/2022-02/mms/1246085612,6D72.1,06,Amnestic disorder due to psychoactive substances including medications,
modifiedcategory,2,F19.7,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : residual and late-onset psychotic disorder,category,2,http://id.who.int/icd/entity/1044767723,http://id.who.int/icd/release/11/2022-02/mms/1044767723,6C4E.6,06,Psychotic disorder induced by other specified psychoactive substance,
modifiedcategory,2,F19.7,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : residual and late-onset psychotic disorder,category,2,http://id.who.int/icd/entity/1155529213,http://id.who.int/icd/release/11/2022-02/mms/1155529213,6C4G.6,06,Psychotic disorder induced by unknown or unspecified psychoactive substance,
modifiedcategory,2,F19.7,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : residual and late-onset psychotic disorder,category,2,http://id.who.int/icd/entity/666288373,http://id.who.int/icd/release/11/2022-02/mms/666288373,6C4D.5,06,Dissociative drug-induced psychotic disorder including Ketamine or PCP,
modifiedcategory,2,F19.8,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : other mental and behavioural disorders,category,2,http://id.who.int/icd/entity/1423983191,http://id.who.int/icd/release/11/2022-02/mms/1423983191,6C47.71,06,Synthetic cathinone-induced anxiety disorder,
modifiedcategory,2,F19.8,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : other mental and behavioural disorders,category,2,http://id.who.int/icd/entity/2107753069,http://id.who.int/icd/release/11/2022-02/mms/507076012,6C47.70,06,Synthetic cathinone-induced mood disorder,
modifiedcategory,2,F19.8,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : other mental and behavioural disorders,category,2,http://id.who.int/icd/entity/511382862,http://id.who.int/icd/release/11/2022-02/mms/511382862,6C47.72,06,Synthetic cathinone-induced obsessive-compulsive or related syndrome,
modifiedcategory,2,F19.8,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : other mental and behavioural disorders,category,2,http://id.who.int/icd/entity/80203879,http://id.who.int/icd/release/11/2022-02/mms/80203879,6D70.1,06,Delirium due to psychoactive substances including medications,
modifiedcategory,2,F19.9,V,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances : unspecified mental and behavioural disorder,category,2,http://id.who.int/icd/entity/136511187,http://id.who.int/icd/release/11/2022-02/mms/136511187/unspecified,6C4E.Z,06,"Disorders due to use of other specified psychoactive substances, including medications, unspecified",
